reaction,description,DSM27147_S345,M10_S153,M11_S154,M13_S155,M14_S347,M1_S149,M2_S150,M4_S151,M6_S346,M8_S152,W289_S348,W290_S156,W291_S157,W292_S349,W293_S158,W294_S159,W295_S160,W296_S350,W298_S161
PYK6,RE2954,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
PYNP1,Pyrimidine-nucleoside phosphorylase (cytosine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYOVD2tex,Pyoverdine export system,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P_XYLtpp,P methyltoluene passive diffusion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_Xylt1,P xylene  outer membrane porin transport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QMO2,Quinol monooxygenase (Ubiquinol-8),1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
QMO3,Quinol monooxygenase (menaquinol 8),0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
QULNS,Quinolinate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R1PI,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R5PP,Ribose 5-phosphate phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RBFK,Riboflavin kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RBFSa,Riboflavin synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RBFSb,Riboflavin synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RBK,Ribokinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RBK_L1,L-ribulokinase (L-ribulose),0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
RBP4E,L-ribulose-phosphate 4-epimerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RECOAH26,3 hydroxyacyl Coa dehydratase   R  3 hydroxy  4Z  decenyl CoA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RECOAH4,3 hydroxyacyl Coa dehydratase   3R  3 hydroxydecanoyl CoA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RHA100tex,R 3 Hydroxy acid transport diffusion C100  extracellular to periplasm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RHA100tpp,R 3 Hydroxy acid transport diffusion C100   periplasm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RHA101tex,R 3 Hydroxy acid transport diffusion C101  extracellular to periplasm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RHA101tpp,R 3 Hydroxy acid transport diffusion C101   periplasm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RHA40tpp,R 3 Hydroxy acid transport diffusion C40   periplasm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RHACOAE100,R hydroxy acyl CoA thioesterase  C100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RHCCE,S-ribosylhomocysteine cleavage enzyme,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RIBFLVt2,Riboflavin transport in via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RIBabc,D-ribose transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RMI,L-rhamnose isomerase,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RMK,Rhamnulokinase,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RMN_Et,L-Rhamnose transport (transport mechanism unknown - evidence from biolog data),1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
RMNabc,L-rhamnose transport (ATP-dependent),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RMPA,Rhamnulose-1-phosphate aldolase,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
RNDR1,Ribonucleoside-diphosphate reductase (ADP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RNDR2,Ribonucleoside-diphosphate reductase (GDP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RNDR3,Ribonucleoside-diphosphate reductase (CDP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RNDR4,Ribonucleoside-diphosphate reductase (UDP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RNTR1,Ribonucleoside triphosphate reductase  ATP,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNTR2,Ribonucleoside triphosphate reductase  GTP,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNTR2_2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RNTR3,Ribonucleoside triphosphate reductase  CTP,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNTR3_2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RNTR4,Ribonucleoside triphosphate reductase  UTP,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNTR4_2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RPE,Ribulose 5-phosphate 3-epimerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RPI,Ribose-5-phosphate isomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S6PG,Salicin 6 phosphate glucohydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SALADC2,Sulfinoalanine decarboxylase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SALCHS4FER1,Salmochelin S4 Fe III reduction Fe III unloading,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SALCHS4FEabcpp,Salmochelin S4 Fe III transport via ABC system periplasm,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SALCHS4FEtonex,Salmochelin S4 Fe III transport via ton system extracellular,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SALCHS4abcpp,Salmochelin S4 transport via ABC system periplasm,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SALCHS4tex,Salmochelin S4 transport secretion periplasm,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SALCpts,Salicin transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SAMU3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SAOR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SARCOX,Sarcosine oxidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SARCOX2,Sarcosine oxidase  tetrahydrofolate dependent,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
SBP,Sedoheptulose-bisphosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SBTD_D2,D sorbitol dehydrogenase  D fructose producing,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SBTPD,Sorbitol-6-phosphate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SBTpts,D-sorbitol transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SBTt2,D sorbitol transport in via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCYSSL,S-sulfo-L-cysteine sulfite lyase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SDPDS,Succinyl-diaminopimelate desuccinylase,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0
SDPTA,Succinyldiaminopimelate transaminase,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0
SELR,Selenate reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SELTt,"Selenite transport via diffusion, cytosol",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SELabcpp,Selenatenate transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SELtex,Selenate transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SERAT,Serine O-acetyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SERDA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SERD_D,D-serine deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SERD_L,L-serine deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SERGLUGLNtr,Tripeptide transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SERR,Serine racemase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SERabc,L-serine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHCHD2,Sirohydrochlorin dehydrogenase (NAD),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHCHF,Sirohydrochlorin ferrochelatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHK3Dr,Shikimate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHKK,Shikimate kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHSL1,O-succinylhomoserine lyase (L-cysteine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHSL2r,O-succinylhomoserine lyase (H2S),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SHSL4r,O succinylhomoserine lyase  elimination   reversible,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SKDH_1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SLCYSS,O-acetyl-L-serine sulfhydrylase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SLGH,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMIA1,Staphyloferrin A Mediated Iron Acquisition,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMIA1Eabc,Siderophore Mediated Iron Acquisition: Staphyloferrin A export,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMIA1abc,Siderophore Mediated Iron Acquisition: Staphyloferrin A transport via ABC,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SMIA2abc,Siderophore Mediated Iron Acquisition: Staphyloferrin B transport via ABC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMIB1,Staphyloferrin B Mediated Iron Acquisition,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SO3abcpp,Sulfite transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SO3tex,Sulfite transport via diffusion (extracellular to periplasm),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SO4tex,Sulfate transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SPMDabc,Spermidine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPMDabcpp,Spermidine transport via ABC system (periplasm),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPMDt3i,Spermidine transport in via proton antiport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPMDt3pp,Spermidine transport out via proton antiport (periplasm),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPMS,Spermidine synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPODM,Superoxide dismutase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPT_syn,Serine-glyoxilate aminotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SPTc,Serine-pyruvate aminotransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SR3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SR5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SSAH,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SSALx,Succinate-semialdehyde dehydrogenase (NAD),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SSALy,Succinate-semialdehyde dehydrogenase (NADP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SSCOARy,Succinyl-coA reductase (NADPH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
STAS,Staphyloferrin A synthase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
STFRNBt,,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
SUCBZL,O-succinylbenzoate-CoA ligase,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1
SUCBZL_1,O-succinylbenzoate-CoA ligase,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0
SUCBZS,O-succinylbenzoate-CoA synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SUCBZT1,Succinyl:benzoate CoA transferase,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
SUCCt,Succinate transport via diffusion,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
SUCCt2_2pp,Succinate transport via proton symport (2 H) (periplasm),0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SUCCt2r,Succinate transport via proton symport,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
SUCCtex,Succinate transport via diffusion (extracellular to periplasm),0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SUCFUMt,Succinate:fumarate antiporter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUCMALt,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SUCOAACTr,Succinyl-CoA:acetate CoA transferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SUCOAS,Succinyl-CoA synthetase (ADP-forming),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SUCR,Sucrose hydrolyzing enzyme,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SUCRt2,Sucrose transport in via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SUCpts,Sucrose transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SULR,Sulfite reductase (NADPH2),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SULabc,Sulfate transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SULabcpp,Sulfate transport via ABC system (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
St,Sulfur diffusion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
T2ECR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAGURr,Tagaturonate reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAGabc,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TALA,Transaldolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TAURabc,Taurine transport via ABC system,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
TCYNTtex,Thiocyanate transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
TCYNTtpp,Thiocyanate transport via diffusion  periplasm to periplasm,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
TDP,Thiamin pyrophosphatase,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TETDHpp1,Tetrathionate Dehydrogenase menaquinone 8  periplasm,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TETtex,Tetrathionate transport via diffusion extracellular to periplasm,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TGBPA,Tagatose-bisphosphate aldolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TGTpts,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THDPS,Tetrahydrodipicolinate succinylase,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0
THFAT,Tetrahydrofolate aminomethyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THIH,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THIORDXi,Hydrogen peroxide reductase (thioredoxin),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THMDP,Acidphosphatase,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
THMP,Thiamin phosphatase,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
THMt2,Thiamine transport in via proton symport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
THMtrbc,Thiamine transprot (passive - red blood cell),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
THPAT,"L-2,3,4,5-tetrahydrodipicolinate N2-acetyltransferase",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THRA,Threonine aldolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THRD,L-threonine dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THRD_L,L-threonine deaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THRPDC,L threonine phosphate decarboxylase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
THRS,Threonine synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THRabc,L-threonine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THYMt,Thymine reversible transport via facilated diffusion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
THZPSN,Thiazole phosphate synthesis,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
THZPSN2,Thiazole phosphate synthesis,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
THZSN,THZSN,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
THZSN_1,Thiazole synthesis from xylulose,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
TKT1,Transketolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TKT2,Transketolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TMAMt,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TMDPK,Thiamine diphosphokinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TMDPP,Thymidine phosphorylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TMDS,Thymidylate synthase,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMDS3,Thymidylate synthase (FAD dependent),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TMN,Thiaminase,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
TMPK,Thiamine-phosphate kinase,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1
TMPPP,Thiamine-phosphate diphosphorylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TOLt5,Toluene  transport out via proton antiport  cytosolexternal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOLt6,Toluene transport out via proton antiport  periplasmexternal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOLtex,Toluene  outer membrane porin transport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOLtpp,Toluene transport via diffusion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPHAP,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TPI,Triose-phosphate isomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TRDR,Thioredoxin reductase (NADPH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TRE6PH,Trehalose-6-phosphate hydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TREP,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TREpts,Trehalose transport via PEP:Pyr PTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TRPAS1,Tryptophanase  L cysteine,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
TRPAS2,Tryptophanase (L-tryptophan),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPTA,Tryptophan transaminase,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
TRPabc,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TRPt2r,L tryptophan reversible transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TRSARr,Tartronate semialdehyde reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TRSARyr,Tartronate semialdehyde reductase (NADP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TSULR3e,Thiosulfate Reductase,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
TSULabcpp,Thiosulfate transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TTDCAt2pp,Tetradecanoate transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TTONR1pp,Trithionate Reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TTONtex,Trithionate transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TTRCYCt2pp,Tetracycline transport,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTRCYCt5,Tetracycline transport via TtgABC  system,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTRCYCtex,Tetracycline transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTRCYCtpp,Tetracycline transport via TolC system,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYRTA,Tyrosine transaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TYRabc,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAG2EMA,UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAGDP,UDP-N-acetylglucosamine diphosphorylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAGHD,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UDCPDP,Undecaprenyl-diphosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UDCPDPS,Undecaprenyl diphosphate synthase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UDCPPtexi,Undecaprenyl phosphate transport (external to cytoplasm),0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
UDPDPS2,UDPDPS2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
UDPG4E,UDPglucose 4-epimerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UM3PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UM4PCP,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase",1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1
UM4PL,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1
UMPK,UMP kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UPP3MT,Uroporphyrinogen methyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UPP3S,Uroporphyrinogen-III synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UPPDC1,Uroporphyrinogen decarboxylase (uroporphyrinogen III),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UPPRT,Uracil phosphoribosyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
URAt,Uracil transport via facilated diffusion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
URAt2,Uracil transport in via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
